FIPS Code,Geographic Area,AIGE
20023,Cheyenne County,-1.246234
20025,Clark County,2.933891
20027,Clay County,-0.1087473
20029,Cloud County,0.1103615
20031,Coffey County,-1.013748
20033,Comanche County,-3.617044
20035,Cowley County,0.5590025
20037,Crawford County,-0.3143784
20039,Decatur County,-1.508592
20041,Dickinson County,0.8248925
20043,Doniphan County,2.524088
20045,Douglas County,0.5299124
20047,Edwards County,1.496984
20049,Elk County,-1.743449
20051,Ellis County,0.0020988
20053,Ellsworth County,-1.372795
20055,Finney County,-0.7097631
20057,Ford County,-1.224868
20059,Franklin County,0.6471995
20061,Geary County,-0.28648
20063,Gove County,-2.544464
20065,Graham County,-1.347642
20067,Grant County,-0.8339134
20069,Gray County,-0.7330829
20071,Greeley County,-3.099717
20073,Greenwood County,0.8626658
20075,Hamilton County,-3.226586
20077,Harper County,0.336583
20079,Harvey County,1.000601
20081,Haskell County,2.838854
20083,Hodgeman County,2.147779
20085,Jackson County,2.024652
20087,Jefferson County,1.074961
20089,Jewell County,-1.802476
20091,Johnson County,1.495559
20093,Kearny County,-0.6361429
20095,Kingman County,0.7829954
20097,Kiowa County,-3.617044
20099,Labette County,1.410754
20101,Lane County,-2.697612
20103,Leavenworth County,0.1381999
20105,Lincoln County,2.730725
20107,Linn County,1.724069
20109,Logan County,-1.355902
20111,Lyon County,0.4275748
20113,McPherson County,0.0327779
20115,Marion County,0.6840199
20117,Marshall County,-0.3766528
20119,Meade County,-1.161631
20121,Miami County,0.8744216
20123,Mitchell County,-1.547884
20125,Montgomery County,0.9280353
20127,Morris County,0.5669017
20129,Morton County,1.623704
20131,Nemaha County,0.3079512
20133,Neosho County,-0.4863203
20135,Ness County,-2.130276
20137,Norton County,-1.979993
20139,Osage County,-0.5260643
20141,Osborne County,-0.0872696
20143,Ottawa County,-0.6180352
20145,Pawnee County,-1.911067
20147,Phillips County,0.0715558
20149,Pottawatomie County,-0.3939289
20151,Pratt County,-1.724201
20153,Rawlins County,-0.651064
20155,Reno County,0.7261165
20157,Republic County,0.6030045
20159,Rice County,-0.6609958
20161,Riley County,-0.0979045
20163,Rooks County,-1.065036
20165,Rush County,-1.87745
20167,Russell County,-0.6394506
20169,Saline County,0.7737184
20171,Scott County,-1.654457
20173,Sedgwick County,0.8684989
20175,Seward County,0.3008598
20177,Shawnee County,1.190725
20179,Sheridan County,-0.9762297
20181,Sherman County,0.7493479
20183,Smith County,0.0076512
20185,Stafford County,-0.8858442
20187,Stanton County,-1.628897
20189,Stevens County,-0.9526169
20191,Sumner County,1.35655
20193,Thomas County,-0.1697177
20195,Trego County,0.8370249
20197,Wabaunsee County,-3.107712
20199,Wallace County,2.833107
20201,Washington County,1.021516
20203,Wichita County,-4.305805
20205,Wilson County,0.089073
20207,Woodson County,-0.7382471
20209,Wyandotte County,-0.6442789
21000,Kentucky,0.4900968
21001,Adair County,-0.2235814
21003,Allen County,-1.300562
21005,Anderson County,-1.497534
21007,Ballard County,-0.7180691
21009,Barren County,-0.4365035
21011,Bath County,-2.604868
21013,Bell County,-1.123263
21015,Boone County,-0.8170156
21017,Bourbon County,-1.088125
21019,Boyd County,0.7375175
21021,Boyle County,-0.2060806
21023,Bracken County,-1.575473
21025,Breathitt County,0.5394292
21027,Breckinridge County,0.0483397
21029,Bullitt County,-2.799662
21031,Butler County,-1.371915
21033,Caldwell County,-1.370445
21035,Calloway County,0.2360631
21037,Campbell County,-0.2752801
21039,Carlisle County,-1.464606
21041,Carroll County,-0.3679546
21043,Carter County,0.2706101
21045,Casey County,0.8213283
21047,Christian County,0.1142992
21049,Clark County,1.297334
21051,Clay County,1.35251
21053,Clinton County,0.8425897
21055,Crittenden County,0.7769777
21057,Cumberland County,-1.868677
21059,Daviess County,-0.3001478
21061,Edmonson County,0.3423148
21063,Elliott County,-3.236962
21065,Estill County,-0.8609929
21067,Fayette County,0.3701144
21069,Fleming County,0.740249
21071,Floyd County,0.6692931
21073,Franklin County,-0.0829016
21075,Fulton County,-1.148093
21077,Gallatin County,-1.345607
21079,Garrard County,-1.026667
21081,Grant County,0.6405407
21083,Graves County,-0.4860357
21085,Grayson County,-0.2416192
21087,Green County,-0.5598897
21089,Greenup County,0.4393989
21091,Hancock County,-0.5889595
21093,Hardin County,0.2670934
21095,Harlan County,0.8056661
21097,Harrison County,-0.8220223
21099,Hart County,-1.808404
21101,Henderson County,-0.9064469
21103,Henry County,-0.1463263
21105,Hickman County,-3.617044
21107,Hopkins County,-0.1853087
21109,Jackson County,0.670185
21111,Jefferson County,0.5960811
21113,Jessamine County,-1.043831
21115,Johnson County,1.326382
21117,Kenton County,0.2008151
21119,Knott County,-0.1501684
21121,Knox County,1.062718
21123,Larue County,-1.129641
21125,Laurel County,0.6655674
21127,Lawrence County,-1.296184
21129,Lee County,1.470012
21131,Leslie County,-1.22444
21133,Letcher County,0.3252279
21135,Lewis County,-0.2295115
21137,Lincoln County,-1.43452
21139,Livingston County,-1.660856
21141,Logan County,-0.4513387
21143,Lyon County,0.3417062
21145,McCracken County,0.106503
21147,McCreary County,-0.0071287
21149,McLean County,-1.710222
21151,Madison County,-0.1108488
21153,Magoffin County,0.3603796
21155,Marion County,-1.120738
21157,Marshall County,-0.782105
21159,Martin County,-0.1531607
21161,Mason County,-0.7084892
21163,Meade County,-1.439566
21165,Menifee County,-0.9077486
21167,Mercer County,-1.42461
21169,Metcalfe County,2.309368
21171,Monroe County,-1.632027
21173,Montgomery County,-0.827889
21175,Morgan County,-0.6745118
21177,Muhlenberg County,-0.7230099
21179,Nelson County,-1.082145
21181,Nicholas County,-0.830059
21183,Ohio County,-0.1137687
21185,Oldham County,0.8993903
21187,Owen County,-0.9655889
21189,Owsley County,1.202022
21191,Pendleton County,-1.313178
21193,Perry County,0.4988717
21195,Pike County,0.7956563
21197,Powell County,-1.246114
21199,Pulaski County,-0.0325188
21201,Robertson County,-3.617044
21203,Rockcastle County,-0.2108338
21205,Rowan County,-0.4406702
21207,Russell County,-0.9837246
21209,Scott County,-1.274827
21211,Shelby County,-1.093817
21213,Simpson County,-1.38434
21215,Spencer County,-1.73614
21217,Taylor County,-0.3836024
21219,Todd County,-0.4019547
21221,Trigg County,-0.2786817
21223,Trimble County,-2.984428
21225,Union County,0.1315162
21227,Warren County,-0.0114183
21229,Washington County,-1.216994
21231,Wayne County,-1.229386
21233,Webster County,-1.615397
21235,Whitley County,-0.3463309
21237,Wolfe County,-2.001744
21239,Woodford County,-1.042104
22000,Louisiana,0.5143613
22001,Acadia Parish,-0.25537
22003,Allen Parish,-0.3116499
22005,Ascension Parish,-1.498731
22007,Assumption Parish,0.5580917
22009,Avoyelles Parish,-0.0881351
22011,Beauregard Parish,-0.3452537
22013,Bienville Parish,-0.5026494
22015,Bossier Parish,-0.3084276
22017,Caddo Parish,0.3332686
22019,Calcasieu Parish,-0.3206907
22021,Caldwell Parish,-0.2383329
22023,Cameron Parish,-1.528832
22025,Catahoula Parish,-0.7884661
22027,Claiborne Parish,-0.9825756
22029,Concordia Parish,0.5100028
22031,De Soto Parish,-1.397196
22033,East Baton Rouge Parish,0.8161277
22035,East Carroll Parish,0.2008644
22037,East Feliciana Parish,0.0445658
22039,Evangeline Parish,1.521231
22041,Franklin Parish,0.0619914
22043,Grant Parish,-0.9023767
22045,Iberia Parish,-0.7460983
22047,Iberville Parish,-1.560707
22049,Jackson Parish,0.1034414
22051,Jefferson Parish,0.3193721
22053,Jefferson Davis Parish,0.9063368
22055,Lafayette Parish,0.4442655
22057,Lafourche Parish,-0.7794016
22059,LaSalle Parish,-1.298424
22061,Lincoln Parish,-0.1846642
22063,Livingston Parish,-0.857539
22065,Madison Parish,0.524237
22067,Morehouse Parish,0.9394169
22069,Natchitoches Parish,0.0074205
22071,Orleans Parish,0.9329381
22073,Ouachita Parish,0.7080352
22075,Plaquemines Parish,-1.292914
22077,Pointe Coupee Parish,-0.3375687
22079,Rapides Parish,0.6256797
22081,Red River Parish,-0.9862115
22083,Richland Parish,1.371949
22085,Sabine Parish,-0.0352795
22087,St. Bernard Parish,-0.6485132
22089,St. Charles Parish,-0.3129555
22091,St. Helena Parish,-1.392478
22093,St. James Parish,-1.565986
22095,St. John the Baptist Parish,-1.145782
22097,St. Landry Parish,0.2823935
22099,St. Martin Parish,-0.2652024
22101,St. Mary Parish,-1.150523
22103,St. Tammany Parish,0.3228003
22105,Tangipahoa Parish,-0.2707255
22107,Tensas Parish,-3.14226
22109,Terrebonne Parish,-0.2720345
22111,Union Parish,-1.270692
22113,Vermilion Parish,-0.6314269
22115,Vernon Parish,-0.1892615
22117,Washington Parish,0.4505109
22119,Webster Parish,-0.5903516
22121,West Baton Rouge Parish,-1.745587
22123,West Carroll Parish,-0.6878342
22125,West Feliciana Parish,-1.533037
22127,Winn Parish,0.1104228
23000,Maine,0.8208805
23001,Androscoggin County,0.9345607
23003,Aroostook County,0.440858
23005,Cumberland County,1.206616
23007,Franklin County,-0.1135508
23009,Hancock County,-0.7140464
23011,Kennebec County,0.8602445
23013,Knox County,-0.413997
23015,Lincoln County,-0.6082927
23017,Oxford County,-0.2430777
23019,Penobscot County,0.4157943
23021,Piscataquis County,-1.016467
23023,Sagadahoc County,-0.7136494
23025,Somerset County,0.7459154
23027,Waldo County,0.4252328
23029,Washington County,-0.1353171
23031,York County,-0.5663782
24000,Maryland,1.151089
24001,Allegany County,0.1513802
24003,Anne Arundel County,0.5646456
24005,Baltimore County,1.018344
24009,Calvert County,-0.7976285
24011,Caroline County,-0.0154491
24013,Carroll County,-0.6001538
24015,Cecil County,-0.9249986
24017,Charles County,-0.4556393
24019,Dorchester County,0.1169062
24021,Frederick County,0.4981816
24023,Garrett County,-1.071784
24025,Harford County,-0.0667278
24027,Howard County,1.799783
24029,Kent County,-0.1669721
24031,Montgomery County,1.685914
24033,Prince George's County,0.4455472
24035,Queen Anne's County,-0.3045354
24037,St. Mary's County,1.728477
24039,Somerset County,1.647726
24041,Talbot County,0.0016266
24043,Washington County,0.1469495
24045,Wicomico County,0.7549616
24047,Worcester County,-0.9524625
24510,Baltimore city,1.374542
25000,Massachusetts,1.52209
25001,Barnstable County,-0.0321239
25003,Berkshire County,0.2491209
25005,Bristol County,0.2368837
25007,Dukes County,-0.8302643
25009,Essex County,1.028673
25011,Franklin County,0.4395102
25013,Hampden County,0.6677244
25015,Hampshire County,1.170637
25017,Middlesex County,2.002282
25019,Nantucket County,-2.087069
25021,Norfolk County,1.250952
25023,Plymouth County,0.6864057
25025,Suffolk County,2.108291
25027,Worcester County,1.077259
26000,Michigan,0.6779525
26001,Alcona County,-1.70979
26003,Alger County,-2.247744
26005,Allegan County,-0.8208227
26007,Alpena County,-0.5812661
26009,Antrim County,-1.848188
26011,Arenac County,-1.570744
26013,Baraga County,0.2759692
26015,Barry County,-1.301689
26017,Bay County,-0.0119618
26019,Benzie County,-1.985145
26021,Berrien County,-0.3674555
26023,Branch County,-1.004588
26025,Calhoun County,0.289679
26027,Cass County,-1.382126
26029,Charlevoix County,-0.2421084
26031,Cheboygan County,-1.260024
26033,Chippewa County,0.3648295
26035,Clare County,0.1731502
26037,Clinton County,-0.8163145
26039,Crawford County,-0.8777194
26041,Delta County,0.432825
26043,Dickinson County,0.0627125
26045,Eaton County,0.6434639
26047,Emmet County,-0.9545881
26049,Genesee County,0.6138308
26051,Gladwin County,-0.7392436
26053,Gogebic County,-0.4715367
26055,Grand Traverse County,0.4066939
26057,Gratiot County,-0.2324571
26059,Hillsdale County,0.2442562
26061,Houghton County,-0.1699668
26063,Huron County,0.0176852
26065,Ingham County,1.152215
26067,Ionia County,-1.754001
26069,Iosco County,-1.114658
26071,Iron County,-0.9336991
26073,Isabella County,-0.7233736
26075,Jackson County,0.171086
26077,Kalamazoo County,0.4906869
26079,Kalkaska County,-1.767691
26081,Kent County,0.3915974
26083,Keweenaw County,-2.174573
26085,Lake County,-2.341303
26087,Lapeer County,-1.199601
26089,Leelanau County,-1.027253
26091,Lenawee County,0.0181509
26093,Livingston County,0.2138439
26095,Luce County,-2.073081
26097,Mackinac County,-1.701402
26099,Macomb County,0.4106942
26101,Manistee County,-1.46569
26103,Marquette County,-0.1710921
26105,Mason County,-0.763804
26107,Mecosta County,-0.7644939
26109,Menominee County,-0.2264663
26111,Midland County,0.8889587
26113,Missaukee County,-0.7021813
26115,Monroe County,-0.6987908
26117,Montcalm County,-1.329961
26119,Montmorency County,-2.872875
26121,Muskegon County,-0.5949759
26123,Newaygo County,-0.7260418
26125,Oakland County,1.418568
26127,Oceana County,-0.1977732
26129,Ogemaw County,-1.062145
26131,Ontonagon County,0.344989
26133,Osceola County,0.0055699
26135,Oscoda County,-1.619532
26137,Otsego County,-0.702697
26139,Ottawa County,-0.9085089
26141,Presque Isle County,-0.7500064
26143,Roscommon County,-1.205909
26145,Saginaw County,-0.2460844
26147,St. Clair County,-0.4229493
26149,St. Joseph County,-0.5167228
26151,Sanilac County,-0.3888086
26153,Schoolcraft County,-1.445209
26155,Shiawassee County,-0.4570849
26157,Tuscola County,-1.159086
26159,Van Buren County,-0.6816291
26161,Washtenaw County,1.264392
26163,Wayne County,0.8454113
26165,Wexford County,-0.1024904
27000,Minnesota,1.151987
27001,Aitkin County,0.2028504
27003,Anoka County,0.5701546
27005,Becker County,-0.4343795
27007,Beltrami County,0.5172626
27009,Benton County,-0.0570986
27011,Big Stone County,-0.9204776
27013,Blue Earth County,-0.1559385
27015,Brown County,-0.5034222
27017,Carlton County,0.6518162
27019,Carver County,-0.4154274
27021,Cass County,-0.228025
27023,Chippewa County,0.0192099
27025,Chisago County,0.294737
27027,Clay County,0.3577099
27029,Clearwater County,-2.321532
27031,Cook County,-1.097175
27033,Cottonwood County,-0.994443
27035,Crow Wing County,-0.0266582
27037,Dakota County,1.053727
27039,Dodge County,-1.676013
27041,Douglas County,-0.1802326
27043,Faribault County,0.4673022
27045,Fillmore County,-0.4074319
27047,Freeborn County,-0.1489178
27049,Goodhue County,-0.2028343
27051,Grant County,1.122633
27053,Hennepin County,1.734048
27055,Houston County,-1.375594
27057,Hubbard County,-1.220358
27059,Isanti County,0.8117781
27061,Itasca County,0.4956587
27063,Jackson County,-1.883505
27065,Kanabec County,-1.529652
27067,Kandiyohi County,1.019505
27069,Kittson County,0.8952096
27071,Koochiching County,0.2827089
27073,Lac qui Parle County,-1.570076
27075,Lake County,-0.1058511
27077,Lake of the Woods County,-2.041365
27079,Le Sueur County,0.1735049
27081,Lincoln County,0.4263833
27083,Lyon County,0.1788228
27085,McLeod County,0.2261443
27087,Mahnomen County,-2.046218
27089,Marshall County,1.265252
27091,Martin County,1.035906
27093,Meeker County,-0.8434477
27095,Mille Lacs County,0.6952451
27097,Morrison County,-0.7280805
27099,Mower County,-0.5776504
27101,Murray County,-1.820792
27103,Nicollet County,0.2679343
27105,Nobles County,0.4231686
27107,Norman County,1.673025
27109,Olmsted County,0.1706488
27111,Otter Tail County,-0.4514078
27113,Pennington County,-0.2771281
27115,Pine County,-0.3189867
27117,Pipestone County,-0.3308261
27119,Polk County,-0.3898679
27121,Pope County,-0.9963334
27123,Ramsey County,1.614311
27125,Red Lake County,1.649014
27127,Redwood County,-1.383424
27129,Renville County,-0.6976542
27131,Rice County,-0.414017
27133,Rock County,0.1852909
27135,Roseau County,0.9004617
27137,St. Louis County,0.6442553
27139,Scott County,-0.2716462
27141,Sherburne County,-0.1480944
27143,Sibley County,-0.1802169
27145,Stearns County,0.6775274
27147,Steele County,-0.8365042
27149,Stevens County,-1.333585
27151,Swift County,-0.9336186
27153,Todd County,-2.512091
27155,Traverse County,-2.146555
27157,Wabasha County,0.6447415
27159,Wadena County,-0.8884485
27161,Waseca County,-0.4195181
27163,Washington County,0.7331344
27165,Watonwan County,0.1790663
27167,Wilkin County,1.132602
27169,Winona County,-0.0016997
27171,Wright County,-0.6896124
27173,Yellow Medicine County,-1.426071
28000,Mississippi,0.2472751
28001,Adams County,-0.0202372
28003,Alcorn County,-0.5135942
28005,Amite County,1.08102
28007,Attala County,1.499951
28009,Benton County,1.858945
28011,Bolivar County,0.5171586
28013,Calhoun County,-2.09193
28015,Carroll County,1.373388
28017,Chickasaw County,-0.3392566
28019,Choctaw County,-0.4499534
28021,Claiborne County,-0.5850254
28023,Clarke County,-0.571949
28025,Clay County,0.4641019
28027,Coahoma County,-0.2474296
28029,Copiah County,2.43325
28031,Covington County,0.2179442
28033,DeSoto County,-1.496106
28035,Forrest County,0.6342658
28037,Franklin County,-1.175533
28039,George County,-0.3317573
28041,Greene County,1.809171
28043,Grenada County,0.0840184
28045,Hancock County,0.6290666
28047,Harrison County,-0.8893676
28049,Hinds County,1.24221
28051,Holmes County,1.903795
28053,Humphreys County,-1.049742
28055,Issaquena County,2.997248
28057,Itawamba County,-1.297134
28059,Jackson County,-0.5256725
28061,Jasper County,-1.228155
28063,Jefferson County,1.477012
28065,Jefferson Davis County,0.0882611
28067,Jones County,0.0541484
28069,Kemper County,-0.1755505
28071,Lafayette County,-0.0941501
28073,Lamar County,1.101456
28075,Lauderdale County,-0.1288052
28077,Lawrence County,-1.309418
28079,Leake County,-1.049685
28081,Lee County,0.3415482
28083,Leflore County,0.3010536
28085,Lincoln County,0.9045178
28087,Lowndes County,-0.6905279
28089,Madison County,0.6609792
28091,Marion County,-0.2059593
28093,Marshall County,-2.483632
28095,Monroe County,0.3365711
28097,Montgomery County,-2.14437
28099,Neshoba County,-0.8655812
28101,Newton County,1.785378
28103,Noxubee County,-2.512167
28105,Oktibbeha County,-0.9253734
28107,Panola County,0.2742303
28109,Pearl River County,1.733914
28111,Perry County,-1.634706
28113,Pike County,0.2691629
28115,Pontotoc County,-1.549193
28117,Prentiss County,-0.8397005
28119,Quitman County,1.576934
28121,Rankin County,0.2179989
28123,Scott County,-3.87121
28125,Sharkey County,0.452004
28127,Simpson County,2.305333
28129,Smith County,-1.088369
28131,Stone County,-1.766546
28133,Sunflower County,1.31352
28135,Tallahatchie County,-0.8348505
28137,Tate County,1.081511
28139,Tippah County,0.2614369
28141,Tishomingo County,0.1474863
28143,Tunica County,-2.558058
28145,Union County,0.3391256
28147,Walthall County,-0.7360268
28149,Warren County,0.4616148
28151,Washington County,0.5476496
28153,Wayne County,-0.5987041
28155,Webster County,1.105959
28157,Wilkinson County,1.850108
28159,Winston County,1.071475
28161,Yalobusha County,-1.510961
28163,Yazoo County,0.8406424
29000,Missouri,0.9743246
29001,Adair County,0.5066884
29003,Andrew County,1.65775
29005,Atchison County,-1.869242
29007,Audrain County,-0.0655689
29009,Barry County,-1.815528
29011,Barton County,1.03191
29013,Bates County,0.2959914
29015,Benton County,0.5809529
29017,Bollinger County,0.0472826
29019,Boone County,0.7089807
29021,Buchanan County,-0.4144354
29023,Butler County,0.278299
29025,Caldwell County,1.817998
29027,Callaway County,-0.9148151
29029,Camden County,-0.3218921
29031,Cape Girardeau County,0.2024795
29033,Carroll County,-0.7889135
29035,Carter County,0.8102919
29037,Cass County,-0.4933341
29039,Cedar County,-0.9967691
29041,Chariton County,-0.7271847
29043,Christian County,-0.6521218
29045,Clark County,0.7936788
29047,Clay County,0.7318134
29049,Clinton County,1.640165
29051,Cole County,0.876232
29053,Cooper County,-1.674516
29055,Crawford County,0.515132
29057,Dade County,0.9775099
29059,Dallas County,-0.0949054
29061,Daviess County,-1.237463
29063,DeKalb County,-0.2956621
29065,Dent County,0.6250486
29067,Douglas County,-0.9906551
29069,Dunklin County,1.177215
29071,Franklin County,0.0458878
29073,Gasconade County,0.2673366
29075,Gentry County,1.627692
29077,Greene County,0.630089
29079,Grundy County,1.736628
29081,Harrison County,-0.9702826
29083,Henry County,0.3126774
29085,Hickory County,-0.9583749
29087,Holt County,-0.0971206
29089,Howard County,0.4964532
29091,Howell County,0.3091126
29093,Iron County,1.988915
29095,Jackson County,1.396885
29097,Jasper County,0.2416606
29099,Jefferson County,0.0655904
29101,Johnson County,-0.720461
29103,Knox County,-1.541345
29105,Laclede County,-0.4302211
29107,Lafayette County,-0.7041966
29109,Lawrence County,0.5729766
29111,Lewis County,1.039337
29113,Lincoln County,0.1043119
29115,Linn County,-1.175143
29117,Livingston County,-0.9219671
29119,McDonald County,-0.8248907
29121,Macon County,0.1674853
29123,Madison County,2.106236
29125,Maries County,-0.3607753
29127,Marion County,0.333647
29129,Mercer County,-1.702868
29131,Miller County,-1.380226
29133,Mississippi County,0.5760196
29135,Moniteau County,0.8736004
29137,Monroe County,1.006428
29139,Montgomery County,0.0048699
29141,Morgan County,-1.669961
29143,New Madrid County,-0.3428264
29145,Newton County,-0.6960422
29147,Nodaway County,0.5459306
29149,Oregon County,1.010756
29151,Osage County,-1.609172
29153,Ozark County,-1.695502
29155,Pemiscot County,1.451382
29157,Perry County,-0.2328148
29159,Pettis County,-0.0157524
29161,Phelps County,0.4028086
29163,Pike County,-0.0098458
29165,Platte County,0.5322044
29167,Polk County,-0.5160624
29169,Pulaski County,-0.4862347
29171,Putnam County,-0.525672
29173,Ralls County,-2.176443
29175,Randolph County,0.2955545
29177,Ray County,-0.8218218
29179,Reynolds County,-0.8161946
29181,Ripley County,1.674613
29183,St. Charles County,0.4136724
29185,St. Clair County,1.035049
29186,Ste. Genevieve County,-1.220178
29187,St. Francois County,0.9581311
29189,St. Louis County,1.377627
29195,Saline County,0.1582079
29197,Schuyler County,-0.8310286
29199,Scotland County,-0.5142389
29201,Scott County,-0.0351099
29203,Shannon County,-2.501531
29205,Shelby County,1.692628
29207,Stoddard County,0.8561209
29209,Stone County,0.0037843
29211,Sullivan County,-1.997958
29213,Taney County,-0.5062328
29215,Texas County,1.013938
29217,Vernon County,-0.9809976
29219,Warren County,-1.319645
29221,Washington County,1.780372
29223,Wayne County,2.331949
29225,Webster County,-0.2793332
29227,Worth County,-3.617044
29229,Wright County,-0.3535424
29510,St. Louis city,1.473698
30000,Montana,0.5933803
30001,Beaverhead County,-0.0292186
30003,Big Horn County,1.752301
30005,Blaine County,0.6511394
30007,Broadwater County,-2.126682
30009,Carbon County,0.1733068
30011,Carter County,-3.204884
30013,Cascade County,0.6259876
30015,Chouteau County,-1.319082
30017,Custer County,-0.4252323
30019,Daniels County,-0.1467868
30021,Dawson County,-0.5326248
30023,Deer Lodge County,-0.617763
30025,Fallon County,-1.835243
30027,Fergus County,0.0997955
30029,Flathead County,-0.0024652
30031,Gallatin County,0.2096563
30033,Garfield County,3.306951
30035,Glacier County,1.966959
30037,Golden Valley County,-2.89491
30039,Granite County,0.798301
30041,Hill County,0.6632368
30043,Jefferson County,0.058195
30045,Judith Basin County,2.284081
30047,Lake County,-0.5836265
30049,Lewis and Clark County,1.091522
30051,Liberty County,-5.677645
30053,Lincoln County,0.2635287
30055,McCone County,-5.058617
30057,Madison County,-1.977804
30059,Meagher County,-3.390796
30061,Mineral County,0.3329635
30063,Missoula County,0.5355934
30065,Musselshell County,-2.040531
30067,Park County,-0.526921
30069,Petroleum County,1.782378
30071,Phillips County,1.389096
30073,Pondera County,0.848982
30075,Powder River County,-2.203988
30077,Powell County,0.9320993
30079,Prairie County,-3.617044
30081,Ravalli County,-0.3123501
30083,Richland County,-0.754249
30085,Roosevelt County,-1.126778
30087,Rosebud County,0.8631339
30089,Sanders County,-0.1078416
30091,Sheridan County,-0.7633571
30093,Silver Bow County,0.2282567
30095,Stillwater County,-1.303148
30097,Sweet Grass County,-1.167594
30099,Teton County,-0.4170884
30101,Toole County,-1.13326
30103,Treasure County,-3.617044
30105,Valley County,0.5598606
30107,Wheatland County,-1.41914
30109,Wibaux County,-3.617044
30111,Yellowstone County,-0.0362128
31000,Nebraska,0.8860975
31001,Adams County,0.0334111
31003,Antelope County,1.577376
31005,Arthur County,-3.617044
31007,Banner County,-3.617044
31009,Blaine County,-3.617044
31011,Boone County,-0.6390617
31013,Box Butte County,-0.9270582
31015,Boyd County,-3.330851
31017,Brown County,-0.8732206
31019,Buffalo County,0.0213295
31021,Burt County,-1.262122
31023,Butler County,-1.184397
31025,Cass County,0.3421865
31027,Cedar County,0.9627733
31029,Chase County,-1.499668
31031,Cherry County,0.4852655
31033,Cheyenne County,1.473381
31035,Clay County,2.165618
31037,Colfax County,1.442986
31039,Cuming County,-0.8250769
31041,Custer County,0.432777
31043,Dakota County,-0.1694234
31045,Dawes County,0.6233058
31047,Dawson County,-0.5690572
31049,Deuel County,-0.3874719
31051,Dixon County,-3.600503
31053,Dodge County,-0.8876082
31055,Douglas County,1.371574
31057,Dundy County,-3.273914
31059,Fillmore County,-1.56541
31061,Franklin County,-0.6092492
31063,Frontier County,3.512216
31065,Furnas County,0.6017287
31067,Gage County,0.0778882
31069,Garden County,-3.617044
31071,Garfield County,-1.972207
31073,Gosper County,-2.839392
31075,Grant County,-3.617044
31077,Greeley County,-0.0428422
31079,Hall County,0.2435865
31081,Hamilton County,1.209833
31083,Harlan County,0.8247342
31085,Hayes County,3.178065
31087,Hitchcock County,1.070513
31089,Holt County,0.4584318
31091,Hooker County,-3.617044
31093,Howard County,-0.8899502
31095,Jefferson County,-1.307804
31097,Johnson County,-1.428844
31099,Kearney County,-0.979801
31101,Keith County,-1.405682
31103,Keya Paha County,-3.617044
31105,Kimball County,-2.102087
31107,Knox County,1.437113
31109,Lancaster County,0.799482
31111,Lincoln County,0.5753078
31113,Logan County,-3.617044
31115,Loup County,-3.617044
31117,McPherson County,-3.617044
31119,Madison County,0.1625187
31121,Merrick County,-0.4166937
31123,Morrill County,-1.442837
31125,Nance County,-1.442168
31127,Nemaha County,-0.7916978
31129,Nuckolls County,-1.687533
31131,Otoe County,-0.7501058
31133,Pawnee County,-2.510154
31135,Perkins County,0.6351798
31137,Phelps County,0.2780767
31139,Pierce County,0.9382927
31141,Platte County,-0.0681369
31143,Polk County,-1.703652
31145,Red Willow County,0.2894276
31147,Richardson County,1.213666
31149,Rock County,-3.617044
31151,Saline County,1.730252
31153,Sarpy County,0.1452215
31155,Saunders County,0.1098839
31157,Scotts Bluff County,0.9036314
31159,Seward County,0.0102053
31161,Sheridan County,2.910467
31163,Sherman County,1.140153
31165,Sioux County,0.9807903
31167,Stanton County,-1.032554
31169,Thayer County,-0.6374243
31171,Thomas County,-3.617044
31173,Thurston County,3.754268
31175,Valley County,0.0246732
31177,Washington County,-0.5241648
31179,Wayne County,0.773015
31181,Webster County,-1.146641
31183,Wheeler County,-3.399289
31185,York County,-0.6815003
32000,Nevada,-0.0579104
32001,Churchill County,-0.7686665
32003,Clark County,-0.2982186
32005,Douglas County,-0.7311259
32007,Elko County,-1.195708
32009,Esmeralda County,-3.617044
32011,Eureka County,-3.617044
32013,Humboldt County,-1.71889
32015,Lander County,-2.251898
32017,Lincoln County,-1.954449
32019,Lyon County,-1.132674
32021,Mineral County,-2.380522
32023,Nye County,-1.049122
32027,Pershing County,-2.044271
32029,Storey County,-4.156415
32031,Washoe County,-0.1714805
32033,White Pine County,-1.768028
32510,Carson City,0.3633665
33000,New Hampshire,0.9080961
33001,Belknap County,-0.3167297
33003,Carroll County,-0.7609923
33005,Cheshire County,0.261554
33007,Coos County,-0.3624463
33009,Grafton County,0.7907141
33011,Hillsborough County,1.072693
33013,Merrimack County,1.286094
33015,Rockingham County,0.6345769
33017,Strafford County,0.6485676
33019,Sullivan County,-0.5538159
34000,New Jersey,1.116536
34001,Atlantic County,-0.2044467
34003,Bergen County,1.205444
34005,Burlington County,1.078299
34007,Camden County,0.9368281
34009,Cape May County,-0.5323268
34011,Cumberland County,-0.4669169
34013,Essex County,1.144296
34015,Gloucester County,-0.1602323
34017,Hudson County,1.154533
34019,Hunterdon County,0.1887645
34021,Mercer County,1.488104
34023,Middlesex County,0.581817
34025,Monmouth County,0.934987
34027,Morris County,1.666306
34029,Ocean County,0.7841991
34031,Passaic County,0.8023503
34033,Salem County,0.3382156
