Figure 7. Changes in the Occupational Mix Since 2004 by Major Industry,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
166,11.132969540246,15.6426896442747,11.0530391207449,9.50332922440327,19.6082891117457,14.3283954504277,14.5839132588522,9.66133096382964,10.8913487900589,14.442363753378
167,11.0676654229454,15.8699552256677,11.1863831660873,9.61485266725588,19.8729280708778,14.2920774858552,14.6465961791237,9.70177056724483,11.0042189189597,14.5746853623037
168,11.0611781040287,16.0246246345326,11.1918067829761,9.72349693222333,19.7227267449218,14.1550534068586,14.607023721584,9.75196795154974,11.0233064046994,14.8617342688856
169,11.3178100797768,16.2800766713267,11.2007930599063,9.82145707958275,19.6505372128848,14.0672342881325,14.5583485131258,9.81052380337414,10.8901786227254,14.7958149628537
170,11.194043792785,16.4350865101154,11.2721820966123,9.9320144062614,19.6234255515655,14.0329763351833,14.6415452921321,9.81376100600036,10.8640789292424,14.8395120272808
171,11.2550767547236,16.5365085105652,11.2496702658358,10.053183397096,19.6218616928601,14.1399020551413,14.6613000735129,9.77074855564615,10.7677019916229,14.7475080866824
172,11.2918500079097,16.6972126747885,11.2317421438486,10.0378648531699,19.5605372696255,14.1679751702031,14.7450999485619,9.75947897076304,10.7404909304752,14.680735180175
173,11.5283395665416,16.8421299725089,11.2428983826482,10.0440640818288,19.6350832102575,14.3512273834932,14.8440044364004,9.79683554633234,10.7698099251328,14.5923386581913
174,11.8320523208828,17.0504424262987,11.2894579884348,9.99825984937502,19.6482662266225,14.6006598066982,14.9894559951991,9.80768523272919,10.8791591754229,14.4572930034362
175,11.9922236270599,17.2858027330119,11.4167521944133,9.99450687901465,19.912852127728,14.8031816981289,15.0175675756637,9.91338017339369,11.0026643385283,14.2315255856152
176,11.8744304514727,17.3428296106854,11.4516346040413,10.0460385152177,19.9048184502174,14.9317469265557,15.1003015112788,9.97344521157491,11.1103592163074,13.9752150596202
177,12.0571034586979,17.2760695294963,11.5648215334409,10.0848133038378,20.0619347705283,15.1414472382989,15.0687825007456,10.0763355191178,11.093609756746,13.6143913551275
178,12.1897784840645,17.255296088184,11.6296861766977,10.089459795918,20.2072313505198,15.2709816703415,15.0322702452861,10.2593508354984,11.0338807101451,13.2074280377056
179,12.2413258675645,17.225793527619,11.6074366575549,10.1631253267822,20.3211907042799,15.3801071756889,14.9921353319125,10.3714282644253,11.0849808397107,12.9464577697521
180,12.4664549931554,17.0982695551061,11.6588347067102,10.2484976729897,20.2597152913873,15.6119567836755,14.959962408432,10.51906936736,11.1815335697818,12.8577140394805
181,12.5430740502206,16.9923019666947,11.6561300502713,10.285279978266,20.0312770152802,15.8810447745834,15.0118020905283,10.5749568703561,11.302522407715,12.8774923629355
182,12.6521361209947,16.8660163262848,11.591738932766,10.4094611590571,19.9949050839856,16.0308394201816,15.0416885140678,10.6800877719864,11.3129450283628,12.8873786607485
183,12.8688837955815,16.94985959324,11.6107818921711,10.5019477135696,19.997059982081,16.1083913630459,15.039481517253,10.777149582528,11.4658096259508,12.8923950213652
184,13.0900319683295,16.9498697489417,11.7428391926043,10.5964576673031,20.0278828872219,16.273332450356,15.0779938550034,10.8662890552583,11.7090408306007,12.8577485287415
185,13.0642953986647,16.9633274161842,11.8698061509027,10.775066560801,20.1251935298675,16.2449043043489,15.0638321790856,10.895996169705,11.9384264572554,12.9229636797926
186,12.8365511660015,17.0162879667694,11.9932200088664,10.8541419904246,20.140684350211,16.2193391856337,15.0424891258997,10.92191063337,12.0096379368214,12.8611071484178
187,12.6777469114311,16.9217415439381,12.0861202184399,10.9574616505221,20.1540173092764,16.2253248865862,15.1259415582139,10.9712563688247,12.0792079944514,13.1913305217611
188,12.5828068993594,17.0470648886879,12.2894809055672,11.0289525435967,20.4403184753037,16.2241704694157,15.2289085724249,11.0156421805595,12.1019618801979,13.5450869567578
189,12.4353682075701,17.2012050465989,12.3732696648473,11.1725071461035,20.8641405848468,16.2011182711538,15.3747185499058,11.1678293856661,12.0666760374227,13.7679614655705
190,12.303196502685,17.2353724956357,12.3705238603737,11.3429209762565,20.9874902729792,16.2411460399128,15.6521708885845,11.2876916456608,12.1126466264365,14.008038747436
191,12.1793829543915,17.2798425389858,12.5583376254508,11.4937657860842,20.9714706982957,16.340338705671,15.8414344903039,11.4810004762285,12.1019118450554,14.3661321444116
192,12.5316318127886,17.4365336925581,12.5767682008599,11.7339621055729,21.0601970364815,16.4938470041608,16.0599819935352,11.5682442730039,12.199098196993,14.4835126889284
193,12.7144096329103,17.6583630058107,12.5167718985084,11.9158680371769,20.9931744969837,16.5024498525878,16.0572127522404,11.6186824877057,12.3693288340395,14.5208766752388
194,12.8122637025274,17.9320329136833,12.594639324164,12.1078306444749,21.0900053231659,16.5236612330922,16.0137604402448,11.6312211934688,12.5175967432163,14.6392184167783
195,12.8765011834894,18.104073794715,12.8001062814365,12.310612544086,21.5461388391361,16.7405967052044,16.0468998241549,11.6618085542479,12.8334557622677,14.7049107156294
196,12.901550481893,18.1350978126819,12.9689289119508,12.5754018412176,22.0769239532204,16.8174017134999,16.1363148322524,11.6669057743777,13.0530801218851,14.701836257283
197,12.835260733587,18.3090820993498,13.0720744971745,12.6655303881046,22.0693455291,17.1500859587952,16.2254077588599,11.7056461212316,13.3577586972026,14.9259511744342
198,13.2419740067916,18.3938817481619,13.1899532528184,12.8816013512088,22.0683933294531,17.3981407261422,16.4054359216431,11.7901503714948,13.8136969167031,15.2317819852843
199,13.5503794235609,18.4515798781443,13.1850112955417,13.0467109112275,22.32881942379,17.4965645587843,16.5729463795224,11.9817623904892,14.1610950486615,15.4945331734395
200,13.9292149812256,18.4848290956015,13.1554397798157,13.2791276539626,22.2361668455091,17.4787434264199,16.6361808602027,12.2095799339893,14.5170391043119,15.4692429668
201,13.6529092958626,18.4790589412354,13.2794509499457,13.5436672027917,22.1292043779416,17.6168270451466,16.7466989781881,12.4003082790298,14.8150348800166,15.4523029109904
202,13.6342514375834,18.4921016111102,13.3770609292705,13.7917430026679,22.1951576550269,17.7054461513881,16.8979115292236,12.5501421343308,15.0457591856802,15.4960597834
203,13.1616822746026,18.1892143009039,13.2597031683375,13.9897860281598,22.0667276442687,17.6737294590575,16.8908659077011,12.5737443857572,14.0666538880225,15.4323892482177
204,12.9638576643304,18.1097863548563,13.4140200884514,14.175050185857,22.3529302231869,17.6920012828817,16.9316997272557,12.6070987299604,14.2624673847244,15.4285990523163
205,12.9117138574262,18.1125255582688,13.553177461866,14.3341593009472,22.5498777128937,17.7621477205721,17.0475838927247,12.6498581361811,14.4131073775759,15.4841661509271
206,12.7825393878297,18.1648706080126,13.6451795250754,14.4944166220999,22.7759202056883,17.6067500996284,17.1435656043099,12.705565466265,14.5212761867925,15.4298526916809
207,12.8541649379855,18.2666037632435,13.4584872982283,14.6437607140828,22.7300655117188,17.6137726575003,17.2881063271024,12.7306392029872,14.3602900060172,15.1303359535707
208,12.8433785237041,18.5068726445492,13.4007722992268,14.7672259283429,22.6706059814619,17.6104052812986,17.3669423842892,12.7267942775376,14.1359021238479,15.1550109606021
209,13.0890165929991,18.6089791521576,13.4374573234794,15.0726486329324,22.7696525651348,17.3878785922378,17.5784076214708,12.7859030958649,14.1491629089838,15.3974274791717
210,12.9822144924616,18.8127576766647,13.4684771930282,15.3342667487342,22.6175623292493,17.3738102009302,17.7323432160349,12.7793125536129,14.0570813841992,15.5026536954293
211,12.9697221687777,19.0212421983206,13.5583309907419,15.6148861011393,22.4118752521847,17.4441588471682,17.9419719347245,12.7767545405123,14.0069885466834,15.4792948587987
212,12.9458267749187,18.9593627705495,13.61417882022,15.8023548652701,22.302115217694,17.6311418497929,18.0453313988714,12.7395561487294,14.0078330458647,15.3639426703238
213,13.1688249644892,18.9748410238829,13.6489823744196,16.0384191778014,22.6080013529887,17.9078946402061,18.1321616403344,12.7308852002087,14.1347934802425,15.2520925187606
214,13.1436654111119,19.0943578940751,13.8158137465819,16.1811906180907,22.6454450276315,18.1155564578364,18.1722934427049,12.8764966795411,14.2112166926406,15.5163884759167
215,13.0830788169639,19.186942614316,13.8905695720164,16.2678386468642,22.8445778892558,18.3195319479875,18.2370857220093,13.0189401742093,14.1494245903402,15.6717155920308
216,13.0137650745803,19.325910951738,14.1086317667792,16.3619196925183,22.8080166217831,18.4018767574791,18.2886937892296,13.1278941735679,13.9913750481428,15.9323956956639
217,13.0663151855672,19.5274783667109,14.2766829601889,16.4373429410334,23.0077252948602,18.4658662032006,18.4361467296986,13.2312004086469,13.8692119130902,16.0254103869473
218,13.0222392527862,19.3623117305353,14.3425317346821,16.5492478427019,22.8023739705906,18.5169305259459,18.5803343248183,13.3113488038764,13.8369435907689,16.2214437628606
219,12.8958352978938,19.3458457033791,14.558061264632,16.6418876700321,22.6998938459115,18.4712623255531,18.6214546248302,13.3588498546384,13.9609919814701,16.319386439969
220,12.7114735310543,19.2844097672367,14.5548095701723,16.7941373367343,23.0599415937136,18.5497577080997,18.6217730474161,13.5065998087504,13.9284607629607,16.4698309491008
221,12.6332863895926,19.2655081789743,14.5592672759072,16.9349551819131,23.3158248622252,18.6569293911809,18.5023306654588,13.5157691287605,13.9087698657669,16.5416852676549
222,12.5134769472953,19.1488999858321,14.575991851525,17.0656890831952,23.5818618993667,18.7596846170232,18.4528302016246,13.5998879604278,13.9984442123027,16.6423668506467
223,12.5481555236518,19.0963250805615,14.628845316108,17.139078011003,23.7898730367896,18.7663196281038,18.4426357209703,13.670591546783,14.1529505312143,16.8161311926534
224,12.8897509876816,19.0565284095278,14.7830739821102,17.1991591159763,24.2588538787192,18.8505346420314,18.4985713577459,13.7474451674252,14.4077838535883,16.8367980662013
225,13.2049806259966,18.998939925658,14.8953736165879,17.2324855684952,24.3364282713521,18.9831669641778,18.5899969759036,13.7636197477112,14.6099337474106,16.7737758999253
226,13.5558881116523,18.8654429102946,15.0059578427094,17.2995223221415,24.2716879208127,19.0780318897975,18.7082993574045,13.7439697479054,14.9640640469856,16.552239216
227,13.711663454766,18.7669410856943,15.0370344400815,17.4271577195257,24.1498722855352,19.2780976096377,18.8032845153624,13.8341828721084,15.1957274170337,16.4574513977336
228,13.9299574143293,18.6856319416357,15.0537472819718,17.5475190165562,23.9946917554001,19.4470651379547,18.8838553596115,13.9568177168335,15.4214871019454,16.3256780761204
229,14.0597179731078,18.5783623056024,15.1638915650764,17.6704822507811,23.9547982580151,19.4758698116406,18.8712466655149,14.044275308782,15.6571637059467,16.4868456418727
230,14.491286212074,18.6218297989571,15.2783486905224,17.6771720630305,24.3867059736701,19.5640222497649,19.0003914363645,14.1729445370799,15.8354143586033,16.676667650467
231,14.6783270690713,18.548178072469,15.27619588524,17.6685863448125,24.3530774561543,19.5769617055263,19.044004110159,14.2764165719316,15.8170383439964,16.9250156237538
232,14.72683338158,18.5952324618794,15.294932564378,17.6182615221853,24.2735774658989,19.4377733279411,19.0840906924571,14.4081429306239,15.8282932141405,17.0992479784291
233,14.7578236835154,18.6052940544256,15.2539455186928,17.4768975903467,24.4997595009471,19.4857000783365,19.0786690777233,14.5567672806886,15.9767816299201,17.1462871965361
234,15.0482726511385,18.8458311729444,15.2806167760533,17.3027126866067,24.8485327741315,19.5955565773709,19.0447561869888,14.6736811133722,15.9584603685582,17.2534468187808
235,15.0100081669453,19.0347449195509,15.3284100386219,17.1974335775553,24.9472336405207,19.7613799861538,18.9150934012279,14.791837960032,15.9927897842077,17.1521092852634
236,14.7984118867168,19.1931806958682,15.4015449353683,17.1132624664849,24.4506589244126,19.8098880057544,18.9367275490618,14.9412275300471,15.9492928921719,17.333094670337
237,14.6268624604492,19.4715918142225,15.5841978835518,17.0158618026894,24.4773254024503,19.82423551532,18.8613467941343,15.1431834149401,15.8891663881819,17.4348731289081
238,14.3435591423577,19.77906231065,15.7354273575292,16.96327021769,24.6142517140501,19.8474426135919,18.9352382255544,15.3612100556253,15.8884718311066,17.5790982043182
239,13.8082503041627,19.9648464334899,15.8892842770656,16.9337945025968,24.7687265634838,19.7665555628813,19.0565036798647,15.5127343151988,15.9742027657649,17.7523608427724
240,13.7972975790743,19.9767935794002,16.0814307135389,16.8734819044809,25.0959110173202,19.7857417023807,19.0762463389962,15.6673847613071,16.0654716403731,17.8628928441864
241,14.0452276771742,19.9738814069752,16.1571404369097,16.8162357830918,25.1364523882613,19.9604734569226,19.2602034123428,15.8429044108579,16.0492250674419,17.8878853273573
242,13.6690490360619,19.9270721698619,16.2474835134789,16.8088207707821,25.2079629379403,19.9711051025147,19.3766783119247,15.9181213077981,15.9324925157132,18.0535993778946
243,13.7314022810307,19.982722750021,16.3516286018451,16.8342375191102,25.0668227161219,20.0858701335888,19.4474176798724,15.9849673788228,15.9415538726103,18.2323326091452
244,13.9163365067829,20.0593755813542,16.3384891619167,16.9086387330552,24.7477368968018,20.4042503799385,19.5020133616987,15.9426515906187,15.9136040681053,18.255511958478
245,13.7769760206057,20.107592662596,16.3268551839095,17.0119276399325,24.1563242256864,20.5100831521407,19.6237088928435,15.9037199255204,15.9432076346311,18.3976548077423
246,13.9536339728727,20.0032502758766,16.4146309059936,17.1628548256148,23.7965011851342,20.4338310197111,19.6793620687137,15.8869349424997,16.0587843462171,18.4411888258023
247,14.0414802695925,19.8967217555902,16.5400327615083,17.3199151047061,23.82656418364,20.3749213366257,19.7454176581729,15.7854743715537,16.0365819498899,18.5655284965949
248,13.9852299706571,19.8389588834685,16.5887982871729,17.3883261002534,24.4711426757201,20.4055003279981,19.6974469169105,15.7358127900658,16.143728337609,18.4827690817406
249,14.027245546311,19.7150482043529,16.5780315568731,17.4939532793005,24.5659609279237,20.4175597924536,19.6842379061256,15.7377967189617,16.1614860255608,18.5188660002066
250,14.0840577519516,19.7310938346568,16.5297332585555,17.6029022814546,24.2199156000752,20.339585805738,19.7630798956927,15.7294798715531,16.0965499006441,18.5154763303853
251,14.3290750114632,19.8025865314754,16.5705174519288,17.6139430274057,24.3125235118759,20.3447114643619,19.7357368622479,15.686262132905,15.8013706344876,18.6334043384572
252,14.3729979330075,20.036744964861,16.6976226042426,17.7016531682111,24.2272208381076,20.3545472995295,19.6609136327674,15.559385651703,15.4824098411419,18.7686737622928
253,13.9436608498558,20.2914205258893,16.8741132602771,17.7660174935774,24.0923024504585,20.3968631882621,19.5104586728687,15.4296358461934,15.3294537261903,18.984965439922
254,14.0732896678081,20.6394423843513,17.0141065356551,17.815579351459,24.3293220048375,20.4751889067625,19.3358534446109,15.3052839494856,15.433197940134,19.0631997251881
255,14.412153692888,20.8472528427372,17.0099745495355,17.8514875294222,24.4343932666236,20.4709968750316,19.2428860999194,15.2692997264456,15.5263850701603,19.0572935425254
256,14.58172704713,20.925581718737,16.9938186921324,17.7764789741171,24.7462700053999,20.4702202269006,19.1717350189515,15.3159124118103,15.6184064710867,19.0165430769369
257,14.7310253130898,21.1055683577151,17.0212506664583,17.7704827115207,25.1294675721979,20.3320952320414,18.9923886439873,15.2987444683299,15.5771885250088,19.2093293034843
258,14.6140759398307,21.2510774982917,16.9980540325156,17.7362931189971,25.4636577893033,20.4457393147715,18.9160274932932,15.2970020644856,15.5991675935771,19.4691934640936
259,13.9627330870737,21.5020517670669,17.0784929338131,17.7646591462027,25.941345029679,20.4588277802112,18.9770733281835,15.3720049730663,15.5524825908491,19.7034498962184
260,14.0889015504806,21.4052888199622,17.2278916156359,17.785719686526,26.0368651780346,20.5375047990149,18.9617884899388,15.5170322384041,15.7397833986994,19.670791433191
